订单ID,日期,年,月,日,季度,商品类别,子类别,商品名称,单价,数量,折扣率,总价,顾客ID,顾客姓名,省份,城市,地址,店铺,评分,支付方式,配送时间(天)
ORD-20241011-16578,2024-10-11,2024,10,11,4,服装,内衣,睡衣,599.9,1,1.0,599.9,CUST-71919,和玲,江苏省,常州市,宁夏回族自治区沈阳县清河覃路V座 479949,同兴万点网络有限公司电商店铺,4,货到付款,8
ORD-20231101-16579,2023-11-01,2023,11,1,4,美妆,常规,美妆商品15,564.45,2,1.0,1128.9,CUST-30330,张红,上海市,静安区,甘肃省汕尾市清河曾街c座 664994,襄樊地球村科技有限公司电商店铺,3,支付宝,7
ORD-20231216-16580,2023-12-16,2023,12,16,4,服装,鞋子,高跟鞋,1192.37,2,1.0,2384.74,CUST-83062,周秀梅,浙江省,温州市,辽宁省小红县高明杨路i座 292397,同兴万点信息有限公司电商店铺,4,银联,7
ORD-20240928-16581,2024-09-28,2024,9,28,3,图书,常规,图书商品76,1086.05,2,0.94,2041.77,CUST-37503,贾雪梅,湖北省,黄石市,安徽省桂芝县牧野李街Q座 275943,同兴万点信息有限公司电商店铺,3,信用卡,5
ORD-20220906-16582,2022-09-06,2022,9,6,3,电子产品,手机,vivo X90,555.96,2,1.0,1111.92,CUST-77523,温玉,上海市,虹口区,天津市汕尾市东城谭路C座 450426,精芯科技有限公司电商店铺,3,银联,9
ORD-20230508-16583,2023-05-08,2023,5,8,2,母婴,常规,母婴商品82,29.93,3,0.77,69.14,CUST-63672,何帆,河南省,洛阳市,广西壮族自治区北镇市淄川成都路T座 236116,艾提科信网络有限公司电商店铺,4,信用卡,10
ORD-20230124-16584,2023-01-24,2023,1,24,1,玩具,常规,玩具商品54,856.95,1,0.8,685.56,CUST-62299,黄丹,河南省,新乡市,西藏自治区彬市南湖章路J座 193780,新格林耐特科技有限公司电商店铺,5,微信支付,5
ORD-20241213-16585,2024-12-13,2024,12,13,4,图书,常规,图书商品9,1022.51,3,1.0,3067.53,CUST-71487,高梅,河南省,郑州市,河北省玲市高坪北京路D座 109795,黄石金承科技有限公司电商店铺,4,支付宝,8
ORD-20230906-16586,2023-09-06,2023,9,6,3,服装,裤子,牛仔裤,1610.26,1,0.74,1191.59,CUST-14126,黄强,四川省,宜宾市,宁夏回族自治区桂荣县海港杨路A座 630563,戴硕电子科技有限公司电商店铺,4,信用卡,2
ORD-20221112-16587,2022-11-12,2022,11,12,4,图书,常规,图书商品27,275.41,1,0.79,217.57,CUST-45762,陈静,江苏省,常州市,吉林省利市沈北新黄街L座 325189,毕博诚科技有限公司电商店铺,3,银联,1
ORD-20231121-16588,2023-11-21,2023,11,21,4,美妆,常规,美妆商品99,253.37,1,0.85,215.36,CUST-24096,赵秀珍,湖北省,襄阳市,江西省旭市沈北新高路N座 656891,趋势信息有限公司电商店铺,5,信用卡,10
ORD-20230818-16589,2023-08-18,2023,8,18,3,玩具,常规,玩具商品86,315.87,1,1.0,315.87,CUST-48073,龚丽娟,江苏省,扬州市,甘肃省帆市朝阳刘路K座 930690,趋势信息有限公司电商店铺,3,支付宝,10
ORD-20220122-16590,2022-01-22,2022,1,22,1,食品,常规,食品商品50,1564.23,1,0.93,1454.73,CUST-20992,朱成,湖南省,岳阳市,福建省利市沈北新东莞路Z座 885455,华远软件信息有限公司电商店铺,2,支付宝,9
ORD-20230601-16591,2023-06-01,2023,6,1,2,服装,外套,风衣,1333.38,3,1.0,4000.14,CUST-71639,杜雷,江苏省,常州市,海南省沈阳市花溪芮街K座 431396,兰金电子传媒有限公司电商店铺,4,货到付款,1
ORD-20240205-16592,2024-02-05,2024,2,5,1,玩具,常规,玩具商品66,778.45,2,1.0,1556.9,CUST-13199,兰淑华,河南省,郑州市,福建省飞市江北顾路f座 423481,鑫博腾飞信息有限公司电商店铺,4,货到付款,3
ORD-20241112-16593,2024-11-12,2024,11,12,4,美妆,常规,美妆商品79,1136.99,1,0.8,909.59,CUST-24175,马雪,湖南省,株洲市,河南省晨县高港刘街M座 391669,华远软件网络有限公司电商店铺,4,银联,10
ORD-20241228-16594,2024-12-28,2024,12,28,4,母婴,常规,母婴商品59,1082.64,2,1.0,2165.28,CUST-85388,黄淑兰,广东省,广州市,海南省杭州县沈北新孙街k座 450540,立信电子信息有限公司电商店铺,5,支付宝,2
ORD-20230131-16595,2023-01-31,2023,1,31,1,运动,常规,运动商品63,633.92,1,1.0,633.92,CUST-73833,靳强,上海市,黄浦区,海南省天津市城东杨路g座 482569,双敏电子传媒有限公司电商店铺,5,银联,1
ORD-20240118-16596,2024-01-18,2024,1,18,1,美妆,常规,美妆商品28,590.82,1,1.0,590.82,CUST-52782,吴超,山东省,烟台市,江苏省桂花县静安顾街q座 740414,联通时科信息有限公司电商店铺,5,微信支付,6
ORD-20240316-16597,2024-03-16,2024,3,16,1,运动,常规,运动商品40,1129.81,2,0.83,1875.48,CUST-65857,赵荣,广东省,佛山市,江西省小红市沙湾长春街o座 277015,中建创业信息有限公司电商店铺,3,微信支付,1
ORD-20231121-16598,2023-11-21,2023,11,21,4,电子产品,电视,小米电视6,1682.9,2,1.0,3365.8,CUST-74548,王凤英,四川省,绵阳市,山西省淮安县合川太原街h座 944029,精芯科技有限公司电商店铺,4,微信支付,2
ORD-20230508-16599,2023-05-08,2023,5,8,2,图书,常规,图书商品94,1537.77,3,0.71,3275.45,CUST-20350,樊辉,湖北省,荆州市,新疆维吾尔自治区利市海陵拉萨街Y座 628770,创亿网络有限公司电商店铺,4,货到付款,6
ORD-20221018-16600,2022-10-18,2022,10,18,4,家居,床上用品,毛毯,3812.61,1,1.0,3812.61,CUST-91789,申丹丹,山东省,青岛市,陕西省秀英县高坪王路y座 121434,联通时科信息有限公司电商店铺,5,货到付款,2
ORD-20220113-16601,2022-01-13,2022,1,13,1,美妆,常规,美妆商品88,925.19,2,0.72,1332.27,CUST-62839,蒋华,四川省,德阳市,江西省瑞县海港李路d座 911698,济南亿次元传媒有限公司电商店铺,5,银联,2
ORD-20240304-16602,2024-03-04,2024,3,4,1,图书,常规,图书商品67,1811.27,2,1.0,3622.54,CUST-19571,赵柳,湖北省,荆州市,四川省柳州市翔安冯路c座 318070,襄樊地球村科技有限公司电商店铺,5,微信支付,10
ORD-20230319-16603,2023-03-19,2023,3,19,1,玩具,常规,玩具商品58,1585.39,5,1.0,7926.95,CUST-24078,李秀梅,北京市,东城区,西藏自治区秀荣市白云陈路l座 761612,通际名联传媒有限公司电商店铺,5,货到付款,10
ORD-20230713-16604,2023-07-13,2023,7,13,3,家居,灯具,智能灯,1780.71,1,1.0,1780.71,CUST-96837,栾淑兰,湖南省,衡阳市,西藏自治区林县南溪香港街O座 374054,同兴万点网络有限公司电商店铺,4,微信支付,6
ORD-20241103-16605,2024-11-03,2024,11,3,4,珠宝,常规,珠宝商品62,1281.73,2,1.0,2563.46,CUST-47392,白琴,湖南省,岳阳市,陕西省台北市高明济南街m座 197951,天开网络有限公司电商店铺,3,支付宝,5
ORD-20230901-16606,2023-09-01,2023,9,1,3,美妆,常规,美妆商品39,1866.63,2,0.79,2949.28,CUST-34432,冯莹,北京市,西城区,湖北省峰市崇文杨路G座 233819,时空盒数字信息有限公司电商店铺,5,支付宝,7
ORD-20230521-16607,2023-05-21,2023,5,21,2,母婴,常规,母婴商品54,291.71,10,1.0,2917.1,CUST-94813,王超,四川省,德阳市,湖北省明县梁平哈尔滨路c座 231232,创亿网络有限公司电商店铺,2,微信支付,4
ORD-20220801-16608,2022-08-01,2022,8,1,3,食品,常规,食品商品84,695.17,1,1.0,695.17,CUST-26204,李琴,上海市,虹口区,福建省凤兰县龙潭汕尾路D座 373302,同兴万点信息有限公司电商店铺,4,货到付款,10
ORD-20220405-16609,2022-04-05,2022,4,5,2,运动,常规,运动商品28,1519.65,2,1.0,3039.3,CUST-43872,袁晶,上海市,虹口区,浙江省秀珍县滨城吴路N座 391891,趋势信息有限公司电商店铺,4,银联,1
ORD-20220417-16610,2022-04-17,2022,4,17,2,图书,常规,图书商品86,386.81,1,1.0,386.81,CUST-54343,张丽娟,江苏省,扬州市,青海省明县滨城澳门路i座 787101,襄樊地球村科技有限公司电商店铺,5,银联,7
ORD-20230424-16611,2023-04-24,2023,4,24,2,图书,常规,图书商品25,606.65,2,1.0,1213.3,CUST-85109,黄峰,四川省,绵阳市,新疆维吾尔自治区博市海港王街w座 165446,商软冠联科技有限公司电商店铺,3,微信支付,4
ORD-20240914-16612,2024-09-14,2024,9,14,3,美妆,常规,美妆商品23,625.41,1,1.0,625.41,CUST-87774,刘欣,北京市,丰台区,澳门特别行政区淑兰县高明胡路c座 914674,毕博诚科技有限公司电商店铺,3,微信支付,6
ORD-20241104-16613,2024-11-04,2024,11,4,4,母婴,常规,母婴商品65,674.86,1,0.93,627.62,CUST-47760,宋帆,浙江省,杭州市,安徽省武汉市海港时路G座 943792,同兴万点网络有限公司电商店铺,3,货到付款,7
ORD-20220311-16614,2022-03-11,2022,3,11,1,服装,鞋子,靴子,362.94,2,0.72,522.63,CUST-49912,王红,湖北省,武汉市,四川省永安县丰都伍路o座 953185,恒聪百汇信息有限公司电商店铺,4,支付宝,10
ORD-20220907-16615,2022-09-07,2022,9,7,3,运动,常规,运动商品31,1358.58,1,0.88,1195.55,CUST-82241,董鑫,山东省,烟台市,重庆市丹市清城翁路Y座 252994,新格林耐特科技有限公司电商店铺,5,银联,3
ORD-20240118-16616,2024-01-18,2024,1,18,1,食品,常规,食品商品61,1262.71,1,1.0,1262.71,CUST-39674,秦林,河南省,开封市,西藏自治区柳州县长寿南昌街y座 174331,商软冠联科技有限公司电商店铺,4,信用卡,2
ORD-20240605-16617,2024-06-05,2024,6,5,2,食品,常规,食品商品97,900.9,1,1.0,900.9,CUST-77583,刘东,上海市,徐汇区,陕西省关岭市海港永安街F座 584991,创联世纪网络有限公司电商店铺,5,支付宝,3
ORD-20230125-16618,2023-01-25,2023,1,25,1,食品,常规,食品商品4,1034.39,1,0.89,920.61,CUST-16447,马金凤,河南省,新乡市,重庆市澳门市城东齐齐哈尔街l座 407077,中建创业信息有限公司电商店铺,4,微信支付,4
ORD-20220301-16619,2022-03-01,2022,3,1,1,食品,常规,食品商品14,84.53,5,1.0,422.65,CUST-40287,焦阳,山东省,青岛市,黑龙江省强县沙市蓝路k座 356952,信诚致远科技有限公司电商店铺,2,微信支付,1
ORD-20230524-16620,2023-05-24,2023,5,24,2,母婴,常规,母婴商品34,1929.24,2,0.71,2739.52,CUST-79729,邵璐,河南省,许昌市,安徽省长沙县朝阳阜新街x座 890855,华远软件网络有限公司电商店铺,4,银联,2
ORD-20231128-16621,2023-11-28,2023,11,28,4,母婴,常规,母婴商品21,1788.67,3,1.0,5366.01,CUST-28926,许雪梅,河南省,洛阳市,湖南省拉萨县金平辛集路c座 815342,华远软件网络有限公司电商店铺,5,银联,3
ORD-20231018-16622,2023-10-18,2023,10,18,4,家居,厨具,厨房电器,4936.88,1,1.0,4936.88,CUST-58551,李晶,上海市,黄浦区,河南省嘉禾市海港张街e座 511360,兰金电子传媒有限公司电商店铺,4,银联,3
ORD-20240428-16623,2024-04-28,2024,4,28,2,珠宝,常规,珠宝商品75,1163.79,4,0.81,3770.68,CUST-10318,陈超,上海市,黄浦区,重庆市海口县城北海门街y座 869698,创联世纪网络有限公司电商店铺,3,信用卡,7
ORD-20241107-16624,2024-11-07,2024,11,7,4,玩具,常规,玩具商品19,321.01,1,0.88,282.49,CUST-31937,赵雪梅,山东省,临沂市,山东省帆县魏都瞿路s座 429015,维涛网络有限公司电商店铺,5,微信支付,2
ORD-20220727-16625,2022-07-27,2022,7,27,3,图书,常规,图书商品62,296.23,2,1.0,592.46,CUST-45470,叶伟,北京市,朝阳区,内蒙古自治区太原县上街况街S座 114884,创亿网络有限公司电商店铺,5,银联,9
ORD-20220402-16626,2022-04-02,2022,4,2,2,图书,常规,图书商品95,342.19,1,1.0,342.19,CUST-53193,修博,江苏省,无锡市,青海省永安市平山张路N座 906797,创亿网络有限公司电商店铺,4,货到付款,4
ORD-20240713-16627,2024-07-13,2024,7,13,3,美妆,常规,美妆商品83,751.89,2,0.71,1067.68,CUST-86192,潘海燕,北京市,海淀区,广东省彬市山亭六安街W座 781343,同兴万点网络有限公司电商店铺,3,信用卡,2
ORD-20230620-16628,2023-06-20,2023,6,20,2,电子产品,耳机,华为FreeBuds Pro 2,678.1,2,0.58,786.6,CUST-62310,沈建,浙江省,嘉兴市,北京市六盘水市淄川罗路C座 641253,双敏电子传媒有限公司电商店铺,4,货到付款,7
ORD-20240829-16629,2024-08-29,2024,8,29,3,图书,常规,图书商品29,1550.95,1,0.8,1240.76,CUST-59374,鞠娜,浙江省,杭州市,江西省帆市双滦向街O座 689315,数字100信息有限公司电商店铺,5,银联,5
ORD-20230129-16630,2023-01-29,2023,1,29,1,图书,常规,图书商品38,1246.83,1,0.82,1022.4,CUST-50955,杜倩,浙江省,湖州市,西藏自治区石家庄县大兴伍路B座 700395,天开网络有限公司电商店铺,4,货到付款,3
ORD-20221022-16631,2022-10-22,2022,10,22,4,运动,常规,运动商品33,73.9,2,1.0,147.8,CUST-53593,苟飞,河南省,洛阳市,湖南省桂英县城东太原街h座 768818,精芯科技有限公司电商店铺,3,信用卡,8
ORD-20221213-16632,2022-12-13,2022,12,13,4,运动,常规,运动商品94,641.91,1,0.72,462.18,CUST-43330,李平,山东省,临沂市,广东省汕尾市清浦太原路p座 471089,超艺网络有限公司电商店铺,2,微信支付,3
ORD-20230315-16633,2023-03-15,2023,3,15,1,服装,连衣裙,雪纺连衣裙,1217.41,1,1.0,1217.41,CUST-77616,黄凯,山东省,潍坊市,四川省阜新县黄浦刘街Q座 115472,趋势信息有限公司电商店铺,5,信用卡,8
ORD-20230802-16634,2023-08-02,2023,8,2,3,图书,常规,图书商品83,283.85,1,1.0,283.85,CUST-24706,高建,四川省,南充市,甘肃省芳县南溪福州路x座 340450,联通时科信息有限公司电商店铺,4,支付宝,9
ORD-20230306-16635,2023-03-06,2023,3,6,1,玩具,常规,玩具商品25,366.77,2,0.85,623.51,CUST-11709,郭林,上海市,浦东新区,香港特别行政区汕尾市朝阳刘街S座 651875,同兴万点网络有限公司电商店铺,3,银联,3
ORD-20240623-16636,2024-06-23,2024,6,23,2,图书,常规,图书商品11,1575.34,3,1.0,4726.02,CUST-47803,蒙玉,浙江省,宁波市,山西省石家庄市永川通辽街j座 333579,联通时科信息有限公司电商店铺,5,信用卡,1
ORD-20231210-16637,2023-12-10,2023,12,10,4,运动,常规,运动商品48,1593.37,1,1.0,1593.37,CUST-99531,杨淑兰,上海市,虹口区,四川省利市高明宜都街t座 681374,时空盒数字网络有限公司电商店铺,4,银联,5
ORD-20240404-16638,2024-04-04,2024,4,4,2,食品,常规,食品商品1,1122.5,1,1.0,1122.5,CUST-36776,张玉兰,上海市,徐汇区,西藏自治区坤县门头沟张街s座 100501,黄石金承科技有限公司电商店铺,5,银联,4
ORD-20240422-16639,2024-04-22,2024,4,22,2,珠宝,常规,珠宝商品50,1642.63,3,1.0,4927.89,CUST-94765,孙坤,北京市,朝阳区,安徽省香港县海港王路c座 886183,恒聪百汇信息有限公司电商店铺,5,微信支付,9
ORD-20230103-16640,2023-01-03,2023,1,3,1,食品,常规,食品商品29,1980.12,2,1.0,3960.24,CUST-21454,张婷婷,河南省,新乡市,浙江省福州县沙市欧路s座 499568,襄樊地球村科技有限公司电商店铺,4,支付宝,1
ORD-20240110-16641,2024-01-10,2024,1,10,1,家居,床上用品,被子,1000.74,1,0.81,810.6,CUST-61380,张兰英,山东省,临沂市,云南省英县翔安邵路g座 102330,华远软件信息有限公司电商店铺,5,货到付款,8
ORD-20230402-16642,2023-04-02,2023,4,2,2,美妆,常规,美妆商品5,1730.13,3,0.95,4930.87,CUST-43353,王莉,浙江省,温州市,浙江省合肥县闵行汤街A座 901444,趋势信息有限公司电商店铺,4,信用卡,4
ORD-20220420-16643,2022-04-20,2022,4,20,2,母婴,常规,母婴商品85,1723.03,1,1.0,1723.03,CUST-97295,洪丽,浙江省,宁波市,云南省辛集市蓟州符路h座 877292,维涛网络有限公司电商店铺,3,银联,3
ORD-20220321-16644,2022-03-21,2022,3,21,1,母婴,常规,母婴商品92,1180.36,1,1.0,1180.36,CUST-79329,国浩,四川省,德阳市,河北省台北县高坪柳州街A座 757290,创联世纪网络有限公司电商店铺,3,微信支付,9
ORD-20230218-16645,2023-02-18,2023,2,18,1,美妆,常规,美妆商品87,106.32,6,1.0,637.92,CUST-53334,陈雪梅,上海市,静安区,江苏省丹县东城澳门街w座 100136,创亿网络有限公司电商店铺,4,货到付款,7
ORD-20240330-16646,2024-03-30,2024,3,30,1,食品,常规,食品商品76,995.37,5,1.0,4976.85,CUST-13550,温桂珍,浙江省,宁波市,西藏自治区亮县黄浦太原路H座 237391,维涛网络有限公司电商店铺,5,信用卡,1
ORD-20221002-16647,2022-10-02,2022,10,2,4,电子产品,电脑,MacBook Pro,9139.55,1,1.0,9139.55,CUST-70056,钟莹,河南省,开封市,湖北省建华市花溪淮安街v座 939724,创亿网络有限公司电商店铺,3,货到付款,8
ORD-20240217-16648,2024-02-17,2024,2,17,1,食品,常规,食品商品91,1769.37,1,0.77,1362.41,CUST-32487,饶玉梅,湖北省,襄阳市,宁夏回族自治区哈尔滨市永川韩路X座 847265,创联世纪网络有限公司电商店铺,3,银联,7
ORD-20240127-16649,2024-01-27,2024,1,27,1,美妆,常规,美妆商品5,979.18,1,1.0,979.18,CUST-11885,胡桂珍,山东省,青岛市,福建省宜都县金平天津街q座 586910,联通时科信息有限公司电商店铺,4,支付宝,8
ORD-20230713-16650,2023-07-13,2023,7,13,3,电子产品,电脑,华为MateBook,6962.12,1,1.0,6962.12,CUST-50799,韦兵,上海市,静安区,四川省柳州市崇文天津路c座 972457,彩虹传媒有限公司电商店铺,5,微信支付,2
ORD-20241225-16651,2024-12-25,2024,12,25,4,美妆,常规,美妆商品76,295.24,1,0.72,212.57,CUST-53369,马文,广东省,广州市,内蒙古自治区颖市城东石家庄路Z座 784941,新格林耐特传媒有限公司电商店铺,4,货到付款,3
ORD-20220629-16652,2022-06-29,2022,6,29,2,珠宝,常规,珠宝商品12,894.42,1,1.0,894.42,CUST-52488,孙秀英,广东省,东莞市,广东省超县金平通辽路u座 570238,晖来计算机传媒有限公司电商店铺,4,信用卡,4
ORD-20230316-16653,2023-03-16,2023,3,16,1,珠宝,常规,珠宝商品88,765.36,5,1.0,3826.8,CUST-61349,梅玉珍,广东省,佛山市,福建省成市海港长春街M座 571993,立信电子信息有限公司电商店铺,4,货到付款,5
ORD-20240606-16654,2024-06-06,2024,6,6,2,珠宝,常规,珠宝商品93,1825.68,3,0.8,4381.63,CUST-58754,陈玉华,广东省,佛山市,江苏省六安县清浦佛山街W座 249941,晖来计算机传媒有限公司电商店铺,4,微信支付,4
ORD-20231226-16655,2023-12-26,2023,12,26,4,玩具,常规,玩具商品61,1934.72,2,0.71,2747.3,CUST-44343,张秀荣,湖北省,武汉市,广西壮族自治区亮市山亭江路q座 699689,襄樊地球村科技有限公司电商店铺,4,微信支付,5
ORD-20220921-16656,2022-09-21,2022,9,21,3,食品,常规,食品商品56,155.04,2,1.0,310.08,CUST-93073,王帅,广东省,深圳市,湖北省淑华县淄川六盘水路E座 563409,时空盒数字信息有限公司电商店铺,5,银联,8
ORD-20241008-16657,2024-10-08,2024,10,8,4,珠宝,常规,珠宝商品72,1570.3,1,0.89,1397.57,CUST-93945,吴秀芳,四川省,德阳市,广东省红市沙湾武汉路n座 240467,凌云科技有限公司电商店铺,4,微信支付,10
ORD-20241207-16658,2024-12-07,2024,12,7,4,家居,床上用品,枕头,1703.27,1,1.0,1703.27,CUST-96284,程杰,上海市,浦东新区,西藏自治区健县城东洪街D座 168330,艾提科信信息有限公司电商店铺,4,支付宝,3
